,question_type,multiple_choice_answer,answers,image_id,answer_type,question_id,question,image,split
185,,,,57,,57001,Is the man going to fall down?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A506BB50>,test
186,,,,57,,57002,What sport is being played?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B9902B50>,test
187,,,,57,,57003,What brand is the racket?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40BA2F0FD0>,test
188,,,,57,,57004,What color is the guy's shirt?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B941EC50>,test
189,,,,57,,57005,What is the surface of the court made of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A49D3CD0>,test
190,,,,57,,57006,Is he serving?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A4E3F050>,test
191,,,,262205,,262205000,Are there any toys in the picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4258FD0>,test
192,,,,262205,,262205001,Are the DVD's arranged neatly?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9CC6210>,test
193,,,,262205,,262205002,What are the items on the shelf?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A43294D0>,test
194,,,,262205,,262205003,Is the TV facing a wall?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A453D590>,test
195,,,,262205,,262205004,Is there a necktie in the photo?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A453D850>,test
196,,,,262205,,262205005,What is on the shelf?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9E3E7D0>,test
197,,,,262205,,262205006,Is the TV on or off?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9E3E9D0>,test
198,,,,43701,,43701000,What color is the house?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A4258090>,test
199,,,,43701,,43701001,Is it indoors?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409E21C2D0>,test
200,,,,43701,,43701002,Is the time available?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B8A3C350>,test
201,,,,131136,,131136000,Is this in the wild?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9CC6BD0>,test
202,,,,131136,,131136001,How many animals are in the picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B8A3C690>,test
203,,,,131136,,131136002,Is that a bear?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B8A3C5D0>,test
204,,,,131136,,131136003,Are there more giraffes than zebras?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B80D3790>,test
205,,,,131136,,131136004,Are all of these animals the same?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4329450>,test
206,,,,131136,,131136005,What type of animals are these?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F409E21C9D0>,test
207,,,,262209,,262209000,What is this sport?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F409DD78B90>,test
208,,,,262209,,262209001,Is he falling?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F409E21CE90>,test
209,,,,262209,,262209002,Are the man's hands raised?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40B853DB90>,test
210,,,,262209,,262209003,What is the man skateboarding on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40A453D350>,test
211,,,,262209,,262209004,Is it daytime?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40A4921C50>,test
212,,,,569130,,569130000,Is the building behind the sign old?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40A4181650>,test
213,,,,569130,,569130001,Where is the arrow pointing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F409FD12590>,test
214,,,,569130,,569130002,"Which way is the ""one way"" sign pointing?",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40BA95BA90>,test
215,,,,569130,,569130003,How many signs are attached to the pole?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40B9A62310>,test
216,,,,569130,,569130004,What Avenue is that?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40BB05DB90>,test
217,,,,69,,69000,How many people are wearing glasses?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40A4FBB810>,test
218,,,,69,,69001,What is the elderly man pouring?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40BB05D910>,test
219,,,,69,,69002,What color is the woman's sweater?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B87569D0>,test
220,,,,524358,,524358000,Can you outrun these elephants?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409EDC0B90>,test
221,,,,524358,,524358001,Which way are they going?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A456BC90>,test
222,,,,524358,,524358002,Is this the front or back of the elephants?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A453D9D0>,test
223,,,,524358,,524358003,Are the animals in their natural habitat?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409EDC0F90>,test
224,,,,306038,,306038000,Is there a cabinet under the sink?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B999FF50>,test
225,,,,306038,,306038001,Is the toilet lid down?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A4181210>,test
226,,,,306038,,306038002,What is the wall made of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B8A3CA10>,test
227,,,,306038,,306038003,How do you flush?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B8A3CCD0>,test
228,,,,306038,,306038004,Is this a normal sink fixture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F409FD12990>,test
229,,,,306038,,306038005,Is there poop on the floor?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F409FD12B90>,test
230,,,,306038,,306038006,Can you see a shower curtain?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F409EDC0F10>,test
231,,,,306038,,306038007,Does this bathroom need some remodeling?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A4921DD0>,test
232,,,,306038,,306038008,Is there a light switch?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B99BA3D0>,test
233,,,,306038,,306038009,Is the toilet seat down?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A4921F50>,test
234,,,,306038,,306038010,What color is the toilet?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A4921550>,test
235,,,,306038,,306038011,How small is the bathroom?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40BA95BD50>,test
236,,,,306038,,306038012,What room is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A488AC50>,test
237,,,,306038,,306038013,Is the toilet seat up or down?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B8933FD0>,test
238,,,,306038,,306038014,Is the mirror surrounded by lighting?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A5803A50>,test
239,,,,306038,,306038015,Is it daytime?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40B8187750>,test
240,,,,306038,,306038016,Did someone graffiti the toilet lid?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x333 at 0x7F40A5803390>,test
241,,,,524362,,524362000,What type of fruits are there?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A547DB90>,test
242,,,,524362,,524362001,What kind of fruit is shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A57FD210>,test
243,,,,524362,,524362002,What is the yellow fruit?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B88171D0>,test
244,,,,524362,,524362003,What is the orange fruit called?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B9BFE910>,test
245,,,,43703,,43703000,Is there a bus in the water?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B9BFEA50>,test
246,,,,43703,,43703001,Is there a plane?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B96CD250>,test
247,,,,43703,,43703002,Is the bus sinking?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B96CD4D0>,test
248,,,,43703,,43703003,What kind of boats of those?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B9A62390>,test
249,,,,43703,,43703004,What kind of vehicle is in the water behind the bus?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409FD12490>,test
250,,,,76,,76000,"Would ""Cheers"" be an appropriate word for this scene?",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40A4FBBC90>,test
251,,,,76,,76001,What are the men doing with their glasses?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40A4FBB190>,test
252,,,,76,,76002,Is it daytime or nighttime?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x375 at 0x7F40A425EBD0>,test
253,,,,524365,,524365000,Is this the natural habitat for the zebra?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F409EDC0C90>,test
254,,,,524365,,524365001,Is the animals ears forward?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F40B8A3CB10>,test
255,,,,524365,,524365002,Is the grass green?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F40B8933D10>,test
256,,,,524365,,524365003,How many zebras are there?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F409FD70450>,test
257,,,,524365,,524365004,How many animals?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F409FD70490>,test
258,,,,524365,,524365005,What is the giraffe eating?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F409FD70390>,test
259,,,,524365,,524365006,What kind of animal is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F40A488ACD0>,test
260,,,,524365,,524365007,How many zebras are there in this picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F40A488A4D0>,test
261,,,,524365,,524365008,Will the zebra bump into the branches?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x354 at 0x7F40A488AF50>,test
262,,,,131150,,131150000,What is the wall and ceiling made out of?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7F40B8187A10>,test
263,,,,131150,,131150001,What room is pictured here?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7F40B8187710>,test
264,,,,131150,,131150002,What material is the large pipe leaning against the wall made from?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x640 at 0x7F40B8817B90>,test
265,,,,80,,80000,Is this the zebra's natural habitat?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A547D9D0>,test
266,,,,80,,80001,Is this animal an adult?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A57FD450>,test
267,,,,80,,80002,What kind of animal is shown in the image?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A57FDC10>,test
268,,,,80,,80003,Are there any trees behind the fence?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40BAC4EDD0>,test
269,,,,174776,,174776000,What is the surfer on the surfboard wearing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40BAC4EF10>,test
270,,,,174776,,174776001,How many people are wearing bikinis in this picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40B87BDCD0>,test
271,,,,174776,,174776002,Is the woman wearing a one piece?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40A425E590>,test
272,,,,174776,,174776003,Are these all men?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40B8933650>,test
273,,,,174776,,174776004,What is the man standing on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40A507EF50>,test
274,,,,83,,83000,Is the dog happy?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409FD70AD0>,test
275,,,,83,,83001,Does the dog have anything on it's neck?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409FD70210>,test
276,,,,83,,83002,What color is the dog?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9F87090>,test
277,,,,83,,83003,What is behind the dog?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B8756350>,test
278,,,,83,,83004,What is in the back room?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F408E2F1110>,test
279,,,,83,,83005,What color is the sleeping dog?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409DE90F90>,test
280,,,,83,,83006,How many dogs shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409DE90990>,test
281,,,,83,,83007,Is the dog laying on a rug?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409DE90C10>,test
282,,,,83,,83008,What is odd about the dog's eyes?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409EDC0690>,test
283,,,,83,,83009,Are there two dogs in the picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9CE36D0>,test
284,,,,83,,83010,Do the dogs eyes have to be cropped?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A57FDB90>,test
285,,,,524372,,524372000,What is the person standing on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=424x640 at 0x7F40A57FDE90>,test
286,,,,524372,,524372001,What is this man standing on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=424x640 at 0x7F40BAC4E110>,test
287,,,,524372,,524372002,Are there people windsurfing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=424x640 at 0x7F40BAC4E610>,test
288,,,,524372,,524372003,Is this person wind-sailing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=424x640 at 0x7F40A425EA10>,test
289,,,,262158,,262158000,What breed of dog does this appear to be?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x483 at 0x7F409FD12510>,test
290,,,,262158,,262158001,What is the woman doing to the dog?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x483 at 0x7F40BA95BCD0>,test
291,,,,262158,,262158002,Is this a happy dog?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x483 at 0x7F40A4921310>,test
292,,,,131158,,131158000,What's the board with wheels called?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F40BA95B610>,test
293,,,,131158,,131158001,What type of pants are pictured?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F40A4FBBB10>,test
294,,,,131158,,131158002,What sport is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x458 at 0x7F40B9902F50>,test
295,,,,240313,,240313000,What is the animal shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40BAD9ACD0>,test
296,,,,240313,,240313001,Are the zebras facing backwards?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B99BAC10>,test
297,,,,240313,,240313002,Are the animals facing the camera?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B87BDF50>,test
298,,,,370458,,370458000,Is he swimming?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B96CD390>,test
299,,,,370458,,370458001,Is the man about to fall?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B96CD990>,test
300,,,,370458,,370458002,Where is the man?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F408C2EE110>,test
301,,,,393305,,393305000,How many ways have to stop?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F408C2EE290>,test
302,,,,393305,,393305001,IS it sunny?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409FD70C90>,test
303,,,,393305,,393305002,Does she have on sunglasses?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409FD70A90>,test
304,,,,90,,90000,Is this a rich neighborhood?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B9F87290>,test
305,,,,90,,90001,What encloses the cows from leaving?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B9F87ED0>,test
306,,,,90,,90002,What animal is in the picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B9F87750>,test
307,,,,90,,90003,What kind of animals are shown?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B9F87B10>,test
308,,,,90,,90004,Is the cow resting?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B9F87A90>,test
309,,,,90,,90005,What is the cow doing?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F408E2F1C50>,test
310,,,,90,,90006,Are there any clouds in the sky?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B81872D0>,test
311,,,,90,,90007,What color is the grass?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B8187050>,test
312,,,,90,,90008,What kind of animals are in front of the cows?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40A5803B90>,test
313,,,,90,,90009,Are these lambs?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40A5803F90>,test
314,,,,90,,90010,What color is that cow?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40BB9C6450>,test
315,,,,90,,90011,What type of tree is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x429 at 0x7F40B8756110>,test
316,,,,3492,,3492000,What room is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x360 at 0x7F409EE849D0>,test
317,,,,3492,,3492001,Is the lamp on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x360 at 0x7F409EE84810>,test
318,,,,3492,,3492002,How many windows are there?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x360 at 0x7F40A547D150>,test
319,,,,3492,,3492003,Is this room clean?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x360 at 0x7F40A547DE50>,test
320,,,,3492,,3492004,How many seats are available?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x360 at 0x7F40BAC4E390>,test
321,,,,3492,,3492005,Is this a hotel?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x360 at 0x7F40BAC4EAD0>,test
322,,,,262236,,262236000,Is the stop light green?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40BABE65D0>,test
323,,,,262236,,262236001,In how many directions does traffic flow?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F409FD12110>,test
324,,,,262236,,262236002,Are the street lights curved?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A4921E50>,test
325,,,,262236,,262236003,Is the signal set to go?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40BA95B2D0>,test
326,,,,262236,,262236004,Is it raining?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A4FBB890>,test
327,,,,262236,,262236005,How many minutes are there between signals?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A4FBBFD0>,test
328,,,,262236,,262236006,Is the sky cloudy?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40BAD9A0D0>,test
329,,,,262236,,262236007,What street is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9902890>,test
330,,,,262236,,262236008,Are there snow in the ground?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9902910>,test
331,,,,262236,,262236009,What is red?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B941E710>,test
332,,,,262236,,262236010,Is it time for the women to cross the street?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A49D3A90>,test
333,,,,262236,,262236011,Is this reality?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9468150>,test
334,,,,262236,,262236012,Is the green light on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9468F10>,test
335,,,,262236,,262236013,Is this a video game?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A4258E10>,test
336,,,,262236,,262236014,What does the sign on the right say?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A4258990>,test
337,,,,131165,,131165000,What color is the truck?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A43F9B90>,test
338,,,,131165,,131165001,What is the name on the truck?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9959150>,test
339,,,,131165,,131165002,What season is it?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40B9CC6E10>,test
340,,,,119587,,119587000,Is the gray blanket folded neatly?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9CC6110>,test
341,,,,119587,,119587001,What's that on the desk?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A4CF9190>,test
342,,,,119587,,119587002,What color are the sheets on the bottom bed?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40A408DF90>,test
343,,,,119587,,119587003,Is the computer charging on the bed?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F409ED99A10>,test
344,,,,119587,,119587004,What is white on the wall?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x480 at 0x7F40B9E3E610>,test
345,,,,393315,,393315000,What room was this picture taken in?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40B9E3EB10>,test
346,,,,393315,,393315001,Is the oven door open?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F409E21CBD0>,test
347,,,,393315,,393315002,What is shiny and red?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x428 at 0x7F40A4329250>,test
348,,,,131173,,131173000,Is this a residence or a business?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F40A4329C50>,test
349,,,,131173,,131173001,What's on the pole?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F40A55CA850>,test
350,,,,131173,,131173002,Is this in America?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=427x640 at 0x7F409DD78E50>,test
351,,,,393318,,393318000,What food is next to the cake?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A55CA250>,test
352,,,,393318,,393318001,Is the candle on the table lit?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A453D2D0>,test
353,,,,393318,,393318002,What is sticking out of the bundt cake?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=480x640 at 0x7F40A456BD50>,test
354,,,,131175,,131175000,What color is the wallpaper?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x305 at 0x7F40B83FCB90>,test
355,,,,131175,,131175001,Is this modern furniture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x305 at 0x7F40A4181190>,test
356,,,,131175,,131175002,Is this a doll house?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x305 at 0x7F40B9A624D0>,test
357,,,,131177,,131177000,Is this dog a puppy?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A588D490>,test
358,,,,131177,,131177001,Is any part of a person in the picture?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A506B3D0>,test
359,,,,131177,,131177002,Is the dog wet?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40A506B950>,test
360,,,,106,,106000,What type of owl is this?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A4E3F890>,test
361,,,,106,,106001,What color are the water containers?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A4E3FB50>,test
362,,,,106,,106002,What plant is growing out of the ground?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x426 at 0x7F40A4E3F5D0>,test
363,,,,108,,108000,What is the color of the front of the train?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B87BD110>,test
364,,,,108,,108001,What does a train ride on?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40B96CD190>,test
365,,,,108,,108002,Is there another train coming?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409FBC2090>,test
366,,,,458770,,458770000,Is the sidewalk cracked?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x640 at 0x7F40B8933C10>,test
367,,,,458770,,458770001,What is the man wearing on his head?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x640 at 0x7F40BB052ED0>,test
368,,,,458770,,458770002,What color are the man's clothes?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=443x640 at 0x7F40B8A3C050>,test
369,,,,541204,,541204000,Is there a fence in the background?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F40BAF3B110>,test
370,,,,541204,,541204001,Is the ground wet?,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=640x427 at 0x7F409FAD8290>,test
